season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,highlights,home_key_batsman,home_key_bowler,home_playx1,away_playx1,away_key_batsman,away_key_bowler,match_days,umpire1,umpire2,tv_umpire,referee,reserve_umpire
2020.0,1216546,Kings XI Punjab v Delhi Capitals,KXIP v DC,"38th Match (N), Indian Premier League at Dubai (DSC), Oct 20 2020",KXIP,DC,DC,BAT FIRST,164,167/5,167,164,KXIP,Kings XI won by 5 wickets,2020-10-20,2020-10-22,392627,Dubai International Cricket Stadium,KL Rahul,Shreyas Iyer,Shikhar Dhawan,"Kings XI Punjab 2, Delhi Capitals 0",False,19.0,167.0,5.0,21.0,20.0,164.0,5.0,19.0,"Pooran, bowlers give Kings XI playoffs boost with third straight win. Shikhar Dhawan's second hundred in a row went in vain for the Capitals","Nicholas Pooran,Glenn Maxwell","Mohammed Shami,James Neesham","KL Rahul (WK),Mayank Agarwal (BT),Chris Gayle (AR),Nicholas Pooran (BT),Glenn Maxwell (AR),Deepak Hooda (AR),James Neesham (AR),Murugan Ashwin (BL),Ravi Bishnoi (BL),Mohammed Shami (BL),Arshdeep Singh (BL)","Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Marcus Stoinis (BT),Shimron Hetmyer (BT),Axar Patel (AR),Ravichandran Ashwin (AR),Kagiso Rabada (BL),Daniel Sams (AR),Tushar Deshpande (BL)","Shikhar Dhawan,Rishabh Pant","Kagiso Rabada,Axar Patel",20 October 2020 - night match (20-over match),Chettithody Shamshuddin,Richard Illingworth,KN Ananthapadmanabhan,Prakash Bhatt,Krishnamachari Srinivasan
2020.0,1216494,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,"39th Match (N), Indian Premier League at Abu Dhabi, Oct 21 2020",KKR,RCB,KKR,BAT FIRST,84,85/2,84,85,RCB,RCB won by 8 wickets,2020-10-21,2020-10-23,59396,"Sheikh Zayed Stadium, Abu Dhabi",Eoin Morgan,Virat Kohli,Mohammed Siraj,"Royal Challengers Bangalore 2, Kolkata Knight Riders 0",False,20.0,84.0,8.0,8.0,13.3,85.0,2.0,11.0,Mohammed Siraj's record-breaking night stuns Kolkata Knight Riders. Royal Challengers Bangalore kept their opponent down to 84 for 8 and cruised the chase,"Eoin Morgan,Lockie Ferguson","Lockie Ferguson,Pat Cummins","Shubman Gill (BT),Rahul Tripathi (BT),Nitish Rana (BT),Tom Banton (BT),Dinesh Karthik (WK),Eoin Morgan (BT),Pat Cummins (BL),Kuldeep Yadav (BL),Lockie Ferguson (BL),Prasidh Krishna (BL),Varun Chakravarthy (BL)","Devdutt Padikkal (BT),Aaron Finch (BT),Gurkeerat Singh Mann (BT),Virat Kohli (BT),AB de Villiers (WK),Chris Morris (AR),Washington Sundar (AR),Isuru Udana (AR),Navdeep Saini (BL),Yuzvendra Chahal (BL),Mohammed Siraj (BL)","Devdutt Padikkal,Gurkeerat Singh Mann","Mohammed Siraj,Yuzvendra Chahal",21 October 2020 - night match (20-over match),Virender Sharma,Sundaram Ravi,Chris Gaffaney,Shakti Singh,Ulhas Gandhe
2020.0,1216521,Chennai Super Kings v Mumbai Indians,CSK v MI,"41st Match (N), Indian Premier League at Sharjah, Oct 23 2020",CSK,MI,MI,BOWL FIRST,114,116/0,114,116,MI,Mum Indians won by 10 wickets,2020-10-23,2020-10-25,59392,Sharjah Cricket Stadium,MS Dhoni,Kieron Pollard,Trent Boult,"Mumbai Indians 2, Chennai Super Kings 0",False,20.0,114.0,9.0,12.0,12.2,116.0,0.0,18.0,"Trent Boult, Jasprit Bumrah and Mumbai openers demolish Super Kings to top table. CSK recovered from 43 for 7 but it wasn't enough against a clinical Mumbai side","Sam Curran,MS Dhoni","Imran Tahir,Deepak Chahar","Ruturaj Gaikwad (BT),Faf du Plessis (BT),Ambati Rayudu (BT),Narayan Jagadeesan (BT),MS Dhoni (WK),Ravindra Jadeja (AR),Sam Curran (AR),Deepak Chahar (BL),Shardul Thakur (BL),Imran Tahir (BL),Josh Hazlewood (BL)","Quinton de Kock (WK),Ishan Kishan (BT),Suryakumar Yadav (BT),Saurabh Tiwary (BT),Krunal Pandya (AR),Hardik Pandya (AR),Kieron Pollard (AR),Nathan Coulter-Nile (BL),Rahul Chahar (BL),Trent Boult (BL),Jasprit Bumrah (BL)","Ishan Kishan,Quinton de Kock","Trent Boult,Rahul Chahar",23 October 2020 - night match (20-over match),Chettithody Shamshuddin,Vineet Kulkarni,Richard Illingworth,Vengalil Narayan Kutty,Krishnamachari Srinivasan
2020.0,1216497,Kolkata Knight Riders v Delhi Capitals,KKR v DC,"42nd Match, Indian Premier League at Abu Dhabi, Oct 24 2020",KKR,DC,DC,BOWL FIRST,194,135/9,194,135,KKR,KKR won by 59 runs,2020-10-24,2020-10-26,59396,"Sheikh Zayed Stadium, Abu Dhabi",Eoin Morgan,Shreyas Iyer,Varun Chakravarthy,"Kolkata Knight Riders 2, Delhi Capitals 0",False,20.0,194.0,6.0,30.0,20.0,135.0,9.0,14.0,"Nitish Rana, Sunil Narine, Varun Chakravarthy give Kolkata Knight Riders big win. Rana and Narine put up a strong partnership to spark a turnaround, and their bowlers roared into life to help them to a 59-run win","Nitish Rana,Sunil Narine","Varun Chakravarthy,Pat Cummins","Shubman Gill (BT),Nitish Rana (BT),Rahul Tripathi (BT),Dinesh Karthik (WK),Sunil Narine (AR),Eoin Morgan (BT),Pat Cummins (BL),Lockie Ferguson (BL),Kamlesh Nagarkoti (BL),Prasidh Krishna (BL),Varun Chakravarthy (BL)","Ajinkya Rahane (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Shimron Hetmyer (BT),Marcus Stoinis (BT),Axar Patel (AR),Kagiso Rabada (BL),Ravichandran Ashwin (AR),Tushar Deshpande (BL),Anrich Nortje (BL)","Shreyas Iyer,Rishabh Pant","Anrich Nortje,Kagiso Rabada",24 October 2020 (20-over match),Chris Gaffaney,Pashchim Pathak,Sundaram Ravi,Manu Nayyar,Ulhas Gandhe
2020.0,1216498,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,"43rd Match (N), Indian Premier League at Dubai (DSC), Oct 24 2020",KXIP,SRH,SRH,BOWL FIRST,126,114,126,114,KXIP,Kings XI won by 12 runs,2020-10-24,2020-10-26,392627,Dubai International Cricket Stadium,KL Rahul,David Warner,Chris Jordan,"Kings XI Punjab 2, Sunrisers Hyderabad 0",False,20.0,126.0,7.0,9.0,19.5,114.0,10.0,14.0,Kings XI Punjab apply late strangle on Sunrisers Hyderabad to seal incredible win.,"Nicholas Pooran,KL Rahul","Chris Jordan,Arshdeep Singh","KL Rahul (WK),Mandeep Singh (AR),Chris Gayle (AR),Nicholas Pooran (BT),Glenn Maxwell (AR),Deepak Hooda (AR),Chris Jordan (BL),Murugan Ashwin (BL),Ravi Bishnoi (BL),Mohammed Shami (BL),Arshdeep Singh (BL)","David Warner (BT),Jonny Bairstow (WK),Manish Pandey (BT),Abdul Samad (BT),Vijay Shankar (AR),Jason Holder (AR),Priyam Garg (BT),Rashid Khan (BL),Sandeep Sharma (BL),T Natarajan (BL),Khaleel Ahmed (BL)","David Warner,Vijay Shankar","Rashid Khan,Jason Holder",24 October 2020 - night match (20-over match),Anil Dandekar,Paul Reiffel,Nitin Menon,Javagal Srinath,Yeshwant Barde
2020.0,1216544,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"44th Match, Indian Premier League at Dubai (DSC), Oct 25 2020",RCB,CSK,RCB,BAT FIRST,145,150/2,145,150,CSK,Super Kings won by 8 wickets,2020-10-25,2020-10-27,392627,Dubai International Cricket Stadium,Virat Kohli,MS Dhoni,Ruturaj Gaikwad,"Chennai Super Kings 2, Royal Challengers Bangalore 0",False,20.0,145.0,6.0,13.0,18.4,150.0,2.0,19.0,Gaikwad fifty guides Chennai Super Kings to comfortable win. Kohli fifty in vain as RCB's charge for a top-two finish takes a blow,"Virat Kohli,AB de Villiers","Yuzvendra Chahal,Chris Morris","Devdutt Padikkal (BT),Aaron Finch (BT),Virat Kohli (BT),AB de Villiers (WK),Moeen Ali (AR),Chris Morris (AR),Gurkeerat Singh Mann (BT),Washington Sundar (AR),Navdeep Saini (BL),Yuzvendra Chahal (BL),Mohammed Siraj (BL)","Ruturaj Gaikwad (BT),Faf du Plessis (BT),Ambati Rayudu (BT),MS Dhoni (WK),Narayan Jagadeesan (BT),Ravindra Jadeja (AR),Sam Curran (AR),Mitchell Santner (AR),Deepak Chahar (BL),Imran Tahir (BL),Monu Kumar (AR)","Ruturaj Gaikwad,Ambati Rayudu","Sam Curran,Deepak Chahar",25 October 2020 (20-over match),Chettithody Shamshuddin,Richard Illingworth,KN Ananthapadmanabhan,Prakash Bhatt,Vineet Kulkarni
2020.0,1216541,Rajasthan Royals v Mumbai Indians,RR v MI,"45th Match (N), Indian Premier League at Abu Dhabi, Oct 25 2020",RR,MI,MI,BAT FIRST,195,196/2,196,195,RR,Royals won by 8 wickets,2020-10-25,2020-10-27,59396,"Sheikh Zayed Stadium, Abu Dhabi",Steven Smith,Kieron Pollard,Ben Stokes,"Rajasthan Royals 2, Mumbai Indians 0",False,18.2,196.0,2.0,28.0,20.0,195.0,5.0,26.0,Ben Stokes' 107* gives Rajasthan Royals playoffs boost; CSK eliminated. Hardik Pandya's stunning 60 not out off 21 went in vain,"Ben Stokes,Sanju Samson","Shreyas Gopal,Jofra Archer","Robin Uthappa (BT),Ben Stokes (AR),Steven Smith (BT),Sanju Samson (WK),Jos Buttler (BT),Riyan Parag (BT),Rahul Tewatia (BL),Jofra Archer (BL),Shreyas Gopal (AR),Ankit Rajpoot (BL),Kartik Tyagi (BL)","Ishan Kishan (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Saurabh Tiwary (BT),Kieron Pollard (AR),Hardik Pandya (AR),Krunal Pandya (AR),James Pattinson (BL),Rahul Chahar (BL),Trent Boult (BL),Jasprit Bumrah (BL)","Hardik Pandya,Suryakumar Yadav","James Pattinson,Kieron Pollard",25 October 2020 - night match (20-over match),Ulhas Gandhe,Virender Sharma,Sundaram Ravi,Shakti Singh,Pashchim Pathak
2020.0,1216520,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"46th Match (N), Indian Premier League at Sharjah, Oct 26 2020",KKR,KXIP,KXIP,BOWL FIRST,149,150/2,149,150,KXIP,Kings XI won by 8 wickets,2020-10-26,2020-10-28,59392,Sharjah Cricket Stadium,Eoin Morgan,KL Rahul,Chris Gayle,"Kings XI Punjab 2, Kolkata Knight Riders 0",False,20.0,149.0,9.0,20.0,18.5,150.0,2.0,21.0,"Mandeep Singh, Chris Gayle, and Mohammed Shami star as Kings XI climb to fourth. They hunted down 150 with eight wickets to spare, pushing KKR to fifth","Shubman Gill,Eoin Morgan","Lockie Ferguson,Varun Chakravarthy","Shubman Gill (BT),Nitish Rana (BT),Rahul Tripathi (BT),Dinesh Karthik (WK),Eoin Morgan (BT),Sunil Narine (AR),Kamlesh Nagarkoti (BL),Pat Cummins (BL),Lockie Ferguson (BL),Varun Chakravarthy (BL),Prasidh Krishna (BL)","KL Rahul (WK),Mandeep Singh (AR),Chris Gayle (AR),Nicholas Pooran (BT),Glenn Maxwell (AR),Deepak Hooda (AR),Chris Jordan (BL),Murugan Ashwin (BL),Ravi Bishnoi (BL),Mohammed Shami (BL),Arshdeep Singh (BL)","Mandeep Singh,Chris Gayle","Mohammed Shami,Ravi Bishnoi",26 October 2020 - night match (20-over match),KN Ananthapadmanabhan,Richard Illingworth,Krishnamachari Srinivasan,Vengalil Narayan Kutty,Vineet Kulkarni
2020.0,1216524,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,"47th Match (N), Indian Premier League at Dubai (DSC), Oct 27 2020",SRH,DC,DC,BOWL FIRST,219,131,219,131,SRH,Sunrisers won by 88 runs,2020-10-27,2020-10-29,392627,Dubai International Cricket Stadium,David Warner,Shreyas Iyer,Wriddhiman Saha,"Sunrisers Hyderabad 2, Delhi Capitals 0",False,20.0,219.0,2.0,30.0,19.0,131.0,10.0,16.0,"Saha and Warner thump Capitals and keep Sunrisers' season alive. Rashid Khan, meanwhile, produced the most economical spell of IPL 2020, finishing with 4-0-7-3","Wriddhiman Saha,David Warner","Rashid Khan,T Natarajan","David Warner (BT),Wriddhiman Saha (WK),Manish Pandey (BT),Kane Williamson (BT),Vijay Shankar (AR),Abdul Samad (BT),Jason Holder (AR),Rashid Khan (BL),Sandeep Sharma (BL),T Natarajan (BL),Shahbaz Nadeem (BL)","Ajinkya Rahane (BT),Shikhar Dhawan (BT),Marcus Stoinis (BT),Shimron Hetmyer (BT),Rishabh Pant (WK),Shreyas Iyer (BT),Axar Patel (AR),Kagiso Rabada (BL),Ravichandran Ashwin (AR),Tushar Deshpande (BL),Anrich Nortje (BL)","Rishabh Pant,Ajinkya Rahane","Anrich Nortje,Ravichandran Ashwin",27 October 2020 - night match (20-over match),Anil Chaudhary,Nitin Menon,Paul Reiffel,Javagal Srinath,Anil Dandekar
2020.0,1216499,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"48th Match (N), Indian Premier League at Abu Dhabi, Oct 28 2020",MI,RCB,MI,BOWL FIRST,164,166/5,166,164,MI,Mum Indians won by 5 wickets,2020-10-28,2020-10-30,59396,"Sheikh Zayed Stadium, Abu Dhabi",Kieron Pollard,Virat Kohli,Suryakumar Yadav,"Mumbai Indians 2, Royal Challengers Bangalore 0",False,19.1,166.0,5.0,22.0,20.0,164.0,6.0,24.0,"Jasprit Bumrah, Suryakumar Yadav put Mumbai Indians in sight of top-two finish. Mumbai became the first team to reach 16 points and all but secure their place in the playoffs","Suryakumar Yadav,Ishan Kishan","Jasprit Bumrah,Kieron Pollard","Quinton de Kock (WK),Ishan Kishan (BT),Suryakumar Yadav (BT),Saurabh Tiwary (BT),Krunal Pandya (AR),Hardik Pandya (AR),Kieron Pollard (AR),James Pattinson (BL),Rahul Chahar (BL),Trent Boult (BL),Jasprit Bumrah (BL)","Josh Philippe (BT),Devdutt Padikkal (BT),Virat Kohli (BT),AB de Villiers (WK),Shivam Dube (AR),Chris Morris (AR),Gurkeerat Singh Mann (BT),Washington Sundar (AR),Yuzvendra Chahal (BL),Mohammed Siraj (BL),Dale Steyn (BL)","Devdutt Padikkal,Josh Philippe","Mohammed Siraj,Yuzvendra Chahal",28 October 2020 - night match (20-over match),Ulhas Gandhe,Chris Gaffaney,Sundaram Ravi,Manu Nayyar,Pashchim Pathak
2020.0,1216536,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"49th Match (N), Indian Premier League at Dubai (DSC), Oct 29 2020",CSK,KKR,CSK,BOWL FIRST,172,178/4,178,172,CSK,Super Kings won by 6 wickets,2020-10-29,2020-10-31,392627,Dubai International Cricket Stadium,MS Dhoni,Eoin Morgan,Ruturaj Gaikwad,"Chennai Super Kings 2, Kolkata Knight Riders 0",False,20.0,178.0,4.0,22.0,20.0,172.0,5.0,25.0,"Ruturaj Gaikwad, Ravindra Jadeja hurt Kolkata Knight Riders' playoff chances. With seven needed from the last two balls, Jadeja swatted Nagarkoti for back-to-back sixes to raise victory for the Chennai Super Kings","Ruturaj Gaikwad,Ambati Rayudu","Lungi Ngidi,Ravindra Jadeja","Shane Watson (AR),Ruturaj Gaikwad (BT),Ambati Rayudu (BT),MS Dhoni (WK),Sam Curran (AR),Ravindra Jadeja (AR),Narayan Jagadeesan (BT),Mitchell Santner (AR),Deepak Chahar (BL),Karn Sharma (BL),Lungi Ngidi (BL)","Shubman Gill (BT),Nitish Rana (BT),Sunil Narine (AR),Rinku Singh (BT),Eoin Morgan (BT),Dinesh Karthik (WK),Rahul Tripathi (BT),Kamlesh Nagarkoti (BL),Pat Cummins (BL),Lockie Ferguson (BL),Varun Chakravarthy (BL)","Nitish Rana,Shubman Gill","Varun Chakravarthy,Pat Cummins",29 October 2020 - night match (20-over match),Chettithody Shamshuddin,Richard Illingworth,KN Ananthapadmanabhan,Prakash Bhatt,Krishnamachari Srinivasan
2020.0,1216537,Kings XI Punjab v Rajasthan Royals,KXIP v RR,"50th Match (N), Indian Premier League at Abu Dhabi, Oct 30 2020",KXIP,RR,RR,BOWL FIRST,185,186/3,185,186,RR,Royals won by 7 wickets,2020-10-30,2020-11-01,59396,"Sheikh Zayed Stadium, Abu Dhabi",KL Rahul,Steven Smith,Ben Stokes,"Rajasthan Royals 2, Kings XI Punjab 0",False,20.0,185.0,4.0,23.0,17.3,186.0,3.0,27.0,"Kings XI Punjab's winning streak ends, Ben Stokes helps Rajasthan Royals stay alive. Win takes Royals to fifth, level on points with fourth- and sixth-placed Kings XI and Kolkata Knight Riders","Chris Gayle,KL Rahul","Murugan Ashwin,Chris Jordan","KL Rahul (WK),Mandeep Singh (AR),Chris Gayle (AR),Nicholas Pooran (BT),Glenn Maxwell (AR),Deepak Hooda (AR),Chris Jordan (BL),Murugan Ashwin (BL),Ravi Bishnoi (BL),Mohammed Shami (BL),Arshdeep Singh (BL)","Robin Uthappa (BT),Ben Stokes (AR),Sanju Samson (WK),Steven Smith (BT),Jos Buttler (BT),Riyan Parag (BT),Rahul Tewatia (BL),Jofra Archer (BL),Shreyas Gopal (AR),Kartik Tyagi (BL),Varun Aaron (BL)","Ben Stokes,Sanju Samson","Jofra Archer,Ben Stokes",30 October 2020 - night match (20-over match),Chris Gaffaney,Sundaram Ravi,Pashchim Pathak,Manu Nayyar,Ulhas Gandhe
2020.0,1216535,Delhi Capitals v Mumbai Indians,DC v MI,"51st Match, Indian Premier League at Dubai (DSC), Oct 31 2020",DC,MI,MI,BOWL FIRST,110,111/1,110,111,MI,Mum Indians won by 9 wickets,2020-10-31,2020-11-02,392627,Dubai International Cricket Stadium,Shreyas Iyer,Kieron Pollard,Ishan Kishan,"Mumbai Indians 2, Delhi Capitals 0",False,20.0,110.0,9.0,10.0,14.2,111.0,1.0,14.0,Jasprit Bumrah and Trent Boult run through Delhi Capitals. Ishan Kishan dominated a chase of 111 with an unbeaten 47-ball 72,"Shreyas Iyer,Rishabh Pant","Anrich Nortje,Marcus Stoinis","Prithvi Shaw (BT),Shikhar Dhawan (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Marcus Stoinis (BT),Shimron Hetmyer (BT),Harshal Patel (BL),Ravichandran Ashwin (AR),Praveen Dubey (BL),Kagiso Rabada (BL),Anrich Nortje (BL)","Ishan Kishan (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Saurabh Tiwary (BT),Krunal Pandya (AR),Kieron Pollard (AR),Nathan Coulter-Nile (BL),Jayant Yadav (BL),Rahul Chahar (BL),Trent Boult (BL),Jasprit Bumrah (BL)","Ishan Kishan,Quinton de Kock","Jasprit Bumrah,Trent Boult",31 October 2020 (20-over match),Yeshwant Barde,Paul Reiffel,Anil Chaudhary,Javagal Srinath,Anil Dandekar
2020.0,1216506,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,"53rd Match, Indian Premier League at Abu Dhabi, Nov 1 2020",CSK,KXIP,CSK,BOWL FIRST,153,154/1,154,153,CSK,Super Kings won by 9 wickets,2020-11-01,2020-11-03,59396,"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,KL Rahul,Ruturaj Gaikwad,"Chennai Super Kings 2, Kings XI Punjab 0",False,18.5,154.0,1.0,15.0,20.0,153.0,6.0,17.0,"Gaikwad, du Plessis and Super Kings bowlers knock out Kings XI Punjab. The Super Kings bowlers set up the win on a slow, low Abu Dhabi track that might have reminded them of Chepauk","Ruturaj Gaikwad,Faf du Plessis","Lungi Ngidi,Ravindra Jadeja","Ruturaj Gaikwad (BT),Faf du Plessis (BT),Ambati Rayudu (BT),MS Dhoni (WK),Narayan Jagadeesan (BT),Sam Curran (AR),Ravindra Jadeja (AR),Deepak Chahar (BL),Shardul Thakur (BL),Lungi Ngidi (BL),Imran Tahir (BL)","KL Rahul (WK),Mayank Agarwal (BT),Chris Gayle (AR),Nicholas Pooran (BT),Mandeep Singh (AR),Deepak Hooda (AR),James Neesham (AR),Chris Jordan (BL),Murugan Ashwin (BL),Ravi Bishnoi (BL),Mohammed Shami (BL)","Deepak Hooda,KL Rahul","Chris Jordan,Murugan Ashwin",01 November 2020 (20-over match),Pashchim Pathak,Virender Sharma,Chris Gaffaney,Manu Nayyar,Ulhas Gandhe
2020.0,1216530,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"54th Match (N), Indian Premier League at Dubai (DSC), Nov 1 2020",KKR,RR,RR,BOWL FIRST,191,131/9,191,131,KKR,KKR won by 60 runs,2020-11-01,2020-11-03,392627,Dubai International Cricket Stadium,Eoin Morgan,Steven Smith,Pat Cummins,"Kolkata Knight Riders 2, Rajasthan Royals 0",False,20.0,191.0,7.0,28.0,20.0,131.0,9.0,15.0,Morgan and Cummins keep Knight Riders' playoff hopes alive; Royals knocked out. The Rajasthan Royals are now out after fading away in a steep chase,"Eoin Morgan,Rahul Tripathi","Pat Cummins,Shivam Mavi","Shubman Gill (BT),Nitish Rana (BT),Rahul Tripathi (BT),Sunil Narine (AR),Eoin Morgan (BT),Dinesh Karthik (WK),Andre Russell (AR),Pat Cummins (BL),Kamlesh Nagarkoti (BL),Shivam Mavi (AR),Varun Chakravarthy (BL)","Robin Uthappa (BT),Ben Stokes (AR),Steven Smith (BT),Sanju Samson (WK),Jos Buttler (BT),Riyan Parag (BT),Rahul Tewatia (BL),Shreyas Gopal (AR),Jofra Archer (BL),Kartik Tyagi (BL),Varun Aaron (BL)","Jos Buttler,Rahul Tewatia","Rahul Tewatia,Kartik Tyagi",01 November 2020 - night match (20-over match),Nitin Menon,Paul Reiffel,Anil Chaudhary,Shakti Singh,Yeshwant Barde
2020.0,1216505,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,"55th Match (N), Indian Premier League at Abu Dhabi, Nov 2 2020",DC,RCB,DC,BOWL FIRST,152,154/4,154,152,DC,Capitals won by 6 wickets,2020-11-02,2020-11-04,59396,"Sheikh Zayed Stadium, Abu Dhabi",Shreyas Iyer,Virat Kohli,Anrich Nortje,"Delhi Capitals 2, Royal Challengers Bangalore 0",False,19.0,154.0,4.0,16.0,20.0,152.0,7.0,16.0,"Dhawan, Rahane fifties seal second place for Capitals; RCB make playoffs too. Anrich Nortje, who won the Player-of-the-Match award, took three wickets for the Capitals","Ajinkya Rahane,Shikhar Dhawan","Anrich Nortje,Kagiso Rabada","Prithvi Shaw (BT),Shikhar Dhawan (BT),Ajinkya Rahane (BT),Shreyas Iyer (BT),Rishabh Pant (WK),Marcus Stoinis (BT),Axar Patel (AR),Daniel Sams (AR),Ravichandran Ashwin (AR),Kagiso Rabada (BL),Anrich Nortje (BL)","Josh Philippe (BT),Devdutt Padikkal (BT),Virat Kohli (BT),AB de Villiers (WK),Chris Morris (AR),Shivam Dube (AR),Washington Sundar (AR),Isuru Udana (AR),Shahbaz Ahmed (AR),Mohammed Siraj (BL),Yuzvendra Chahal (BL)","Devdutt Padikkal,AB de Villiers","Shahbaz Ahmed,Washington Sundar",02 November 2020 - night match (20-over match),Chris Gaffaney,Sundaram Ravi,Virender Sharma,Manu Nayyar,Pashchim Pathak
2020.0,1216495,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"56th Match (N), Indian Premier League at Sharjah, Nov 3 2020",SRH,MI,SRH,BOWL FIRST,149,151/0,151,149,SRH,Sunrisers won by 10 wickets,2020-11-03,2020-11-05,59392,Sharjah Cricket Stadium,David Warner,Rohit Sharma,Shahbaz Nadeem,"Sunrisers Hyderabad 2, Mumbai Indians 0",False,17.1,151.0,0.0,19.0,20.0,149.0,8.0,18.0,"Sandeep, Nadeem and Warner put Sunrisers in the playoffs; Knight Riders out. Sunrisers had to beat the top three teams in the IPL to qualify for the playoffs this season. And they did","David Warner,Wriddhiman Saha","Sandeep Sharma,Shahbaz Nadeem","David Warner (BT),Wriddhiman Saha (WK),Manish Pandey (BT),Kane Williamson (BT),Priyam Garg (BT),Jason Holder (AR),Abdul Samad (BT),Rashid Khan (BL),Shahbaz Nadeem (BL),Sandeep Sharma (BL),T Natarajan (BL)","Rohit Sharma (BT),Quinton de Kock (WK),Suryakumar Yadav (BT),Ishan Kishan (BT),Krunal Pandya (AR),Saurabh Tiwary (BT),Kieron Pollard (AR),Nathan Coulter-Nile (BL),James Pattinson (BL),Dhawal Kulkarni (BL),Rahul Chahar (BL)","Kieron Pollard,Suryakumar Yadav","Nathan Coulter-Nile,Dhawal Kulkarni",03 November 2020 - night match (20-over match),Chettithody Shamshuddin,Richard Illingworth,KN Ananthapadmanabhan,Prakash Bhatt,Vineet Kulkarni
2019.0,1175356,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"1st Match (N), Indian Premier League at Chennai, Mar 23 2019",CSK,RCB,CSK,BOWL FIRST,70,71/3,71,70,CSK,Super Kings won by 7 wickets,2019-03-23,2019-03-25,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Virat Kohli,Harbhajan Singh,"Chennai Super Kings 2, Royal Challengers Bangalore 0",False,17.4,71.0,3.0,7.0,17.1,70.0,10.0,4.0,"RCB crumble against spin as CSK win IPL 2019 opener. Harbhajan Singh led the way with the wickets of Kohli, Moeen and de Villiers, while Tahir took 3-9 as RCB were shot out for the sixth lowest IPL total","Ambati Rayudu,Suresh Raina","Imran Tahir,Harbhajan Singh","Shane Watson (AR),Ambati Rayudu (BT),Suresh Raina (BT),Kedar Jadhav (AR),Ravindra Jadeja (AR),MS Dhoni (WK),Dwayne Bravo (AR),Deepak Chahar (BL),Shardul Thakur (BL),Harbhajan Singh (BL),Imran Tahir (BL)","Virat Kohli (BT),Parthiv Patel (WK),Moeen Ali (AR),AB de Villiers (BT),Shimron Hetmyer (BT),Shivam Dube (AR),Colin de Grandhomme (AR),Navdeep Saini (BL),Yuzvendra Chahal (BL),Umesh Yadav (BL),Mohammed Siraj (BL)","Parthiv Patel,AB de Villiers","Yuzvendra Chahal,Mohammed Siraj",23 March 2019 - night match (20-over match),Anil Dandekar,Bruce Oxenford,Nitin Menon,Javagal Srinath,Saiyed Khalid
2019.0,1175357,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"2nd Match (D/N), Indian Premier League at Kolkata, Mar 24 2019",KKR,SRH,KKR,BOWL FIRST,181,183/4,183,181,KKR,KKR won by 6 wickets,2019-03-24,2019-03-26,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Bhuvneshwar Kumar,Andre Russell,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",False,19.4,183.0,4.0,26.0,20.0,181.0,3.0,21.0,"Andre Russell magic stuns Sunrisers Hyderabad. Russell and Shubman Gill smash an IPL record 53 runs in the last three overs - in 16 balls, in fact - to finish the job","Nitish Rana,Andre Russell","Andre Russell,Piyush Chawla","Chris Lynn (BT),Nitish Rana (BT),Robin Uthappa (BT),Dinesh Karthik (WK),Andre Russell (AR),Shubman Gill (BT),Sunil Narine (AR),Piyush Chawla (AR),Kuldeep Yadav (BL),Lockie Ferguson (BL),Prasidh Krishna (BL)","David Warner (BT),Jonny Bairstow (WK),Vijay Shankar (AR),Yusuf Pathan (AR),Manish Pandey (BT),Deepak Hooda (AR),Shakib Al Hasan (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Siddarth Kaul (BL)","David Warner,Vijay Shankar","Rashid Khan,Siddarth Kaul",24 March 2019 - day/night match (20-over match),Chris Gaffaney,Anil Chaudhary,Vineet Kulkarni,Vengalil Narayan Kutty,Sadashiv Iyer
